storyID,story,sentenceID,sentence,kepedulian,menyakiti,keadilan,kecurangan,loyalitas,pengkhianatan,otoritas,pembangkangan,kesucian,kemerosotan,kebebasan,penindasan,kepedulian_prob,menyakiti_prob,keadilan_prob,kecurangan_prob,loyalitas_prob,pengkhianatan_prob,otoritas_prob,pembangkangan_prob,kesucian_prob,kemerosotan_prob,kebebasan_prob,penindasan_prob,positive_label_count,max_confidence
1,Legenda Danau Toba,23,"Namun, ada satu janji yang telah disepakati, yaitu mereka tidak boleh menceritakan bahwa asal-usul Puteri dari seekor ikan.",0,0,0,0,0,0,1,0,0,0,0,0,5.6907429097918794e-05,4.908680421067402e-05,6.677794590359554e-05,4.302672459743917e-05,6.105488864704967e-05,9.733169281389564e-05,0.9887891411781311,0.0015625384403392673,0.0007096623303368688,9.134493302553892e-05,0.005746335722506046,0.00018124692724086344,1,0.9887891411781311
1,Legenda Danau Toba,24,Jika janji itu dilanggar maka akan terjadi petaka dahsyat.,0,0,0,0,0,0,1,0,0,0,0,0,5.201949170441367e-05,7.250199269037694e-05,6.490179657703266e-05,3.9399204979417846e-05,6.24172535026446e-05,9.688158024800941e-05,0.989084780216217,0.0015596308512613177,0.00011544500011950731,8.979802805697545e-05,0.0013896201271563768,0.00019933570001740009,1,0.989084780216217
1,Legenda Danau Toba,48,"Kanda memang seorang suami dan ayah yang baik,” puji Puteri kepada suaminya.",0,0,0,0,0,0,0,0,1,0,0,0,5.240456448518671e-05,4.757509668706916e-05,6.17147670709528e-05,4.053260636283085e-05,6.784041033824906e-05,9.715153282741085e-05,0.00018200163322035223,0.0015624832594767213,0.9563047885894775,8.868764416547492e-05,0.00506851589307189,0.0001450343115720898,1,0.9563047885894775
1,Legenda Danau Toba,52,Tetapi Putera tidak memenuhi tugasnya.,0,0,0,0,0,0,1,0,0,0,0,0,6.303648115135729e-05,4.486458783503622e-05,0.0001460287458030507,3.8554258935619146e-05,6.47533597657457e-05,0.00010232718341285363,0.9711511135101318,0.0015581748448312283,0.00011125698802061379,9.076456626644358e-05,0.0008697054581716657,0.00022228639863897115,1,0.9711511135101318
2,Puteri Hijau,1,"Sekitar abad 14 dan 15 masehi , berdiri kerajaan di daerah Medan Deli dengan istana yang diberi nama istana Maimun.",0,0,0,0,0,0,1,0,0,0,0,0,6.76333875162527e-05,7.239310798468068e-05,0.001765472930856049,4.546350828604773e-05,6.777670932933688e-05,9.706411219667643e-05,0.951749861240387,0.001566908322274685,0.00023955504002515227,9.158696775557473e-05,0.004327950067818165,0.0004575219645630568,1,0.951749861240387
2,Puteri Hijau,18,"Karena terlalu lama menembak kan peluru, meriam jelmaan Mambang Khayali menjadi sangat panas dan akhirnya putus terbelah dua.",0,1,0,0,0,0,0,0,0,0,0,0,5.283732753014192e-05,0.9777711629867554,6.038990250090137e-05,4.083678140887059e-05,6.403655424946919e-05,9.753387712407857e-05,0.00018271854787599295,0.0015600594924762845,0.00013218029926065356,8.924894063966349e-05,0.003459794446825981,0.0038463969249278307,1,0.9777711629867554
2,Puteri Hijau,21,"Mambang Jazid memberi persyaratan kepada sultan Aceh untuk tidak menyentuh Putri hijau sampai tiba d ikerajaan Aceh dan memasukkan putri hijau ke dalam peti kaca yang telah di siap kan Mambang Jazid, lalu saat tiba di daerah Jambu Air, putri hijau disuruh abangnya untuk membakar menyan dan menaburkan beras dan telur ke sungai lalu menyebutkan nama abang nya Mambang Jazid sebanyak 3 kali.",0,0,0,0,0,0,1,0,0,0,0,0,6.492493412224576e-05,0.00020905761630274355,8.921848348109052e-05,4.759152216138318e-05,6.84748956700787e-05,0.00038645320455543697,0.9770874977111816,0.001629355363547802,0.001462313812226057,9.83429272309877e-05,0.002984526799991727,0.0009643922676332295,1,0.9770874977111816
4,Sampuraga Si Anak Durhaka,26,.Sampuraga meminta restu.,0,0,0,0,0,0,1,0,0,0,0,0,5.131502257427201e-05,4.89593694510404e-05,7.810113311279565e-05,3.983248825534247e-05,6.299634696915746e-05,0.00010253228538203984,0.98463374376297,0.0015592774143442512,0.012573294341564178,9.201020293403417e-05,0.0009672485175542533,0.00015529226220678538,1,0.98463374376297
4,Sampuraga Si Anak Durhaka,52,Gordang Sambilan pun sudah di persiapkan untuk menghibur para undangan.,1,0,0,0,0,0,0,0,0,0,0,0,0.9995854496955872,4.697759868577123e-05,6.401970313163474e-05,3.86209758289624e-05,6.487555947387591e-05,9.841609426075593e-05,0.0002767947153188288,0.0015570169780403376,0.0001403733913321048,9.046593186212704e-05,0.0009351568296551704,0.0001205267253681086,1,0.9995854496955872
5,Si Buyung Besar,68,Tetapi si Buyung Besar menyerahkan kebijaksanaan selnjutnya kepada Datuk.,0,0,1,0,0,0,0,0,0,0,0,0,5.146085823071189e-05,4.567483119899407e-05,0.9995748400688171,4.054118835483678e-05,6.22713632765226e-05,9.963667980628088e-05,0.0001827403175411746,0.0015598209574818611,0.0003712627512868494,8.931202319217846e-05,0.001993670593947172,0.004996520932763815,1,0.9995748400688171
5,Si Buyung Besar,70,Buyung mengiakan dengan syarat kalau ada modal lagi dia menyanggupinya.,0,0,0,0,0,0,1,0,0,0,0,0,5.052368578617461e-05,4.5190627133706585e-05,6.614531594095752e-05,4.044025263283402e-05,6.36219119769521e-05,0.0001005083104246296,0.9781597256660461,0.0015576956793665886,0.00012013052037218586,8.972817886387929e-05,0.0016672131605446339,0.00039456094964407384,1,0.9781597256660461
5,Si Buyung Besar,144,"Lebih kurang sebulan lamanya mereka berada di pulau perak itu Buyung Besar memerintahkan agar semua mereka yang berada di dart naik kapal dan tak boleh membawa barang-barang yang sudah dibuatnya, karena hal itu tak pernah diperintahkan.",0,0,0,0,0,0,1,0,0,0,0,0,6.88161380821839e-05,5.771788346464746e-05,6.855701940366998e-05,4.38748138549272e-05,6.456326082115993e-05,0.00017725482757668942,0.9920674562454224,0.0015708281425759196,0.00011903719860129058,9.401921124663204e-05,0.004273167345672846,0.0012043644674122334,1,0.9920674562454224
5,Si Buyung Besar,150,"Jawab Buyung Besar tetap singkat, ""Ke tengah lautan,"" dan menegaskan bahwa mereka belum diperintahkan pulang.",0,0,0,0,0,0,1,0,0,0,0,0,5.042006159783341e-05,4.664009247790091e-05,6.031577504472807e-05,3.894852488883771e-05,6.119940371718258e-05,9.710864105727524e-05,0.9925494194030762,0.0015593429561704397,0.0004503545933403075,8.962325955508277e-05,0.006384944077581167,0.00021283619571477175,1,0.9925494194030762
5,Si Buyung Besar,167,kemudian mereka diperintahkan agar memasukkan barang-barang itu kedalam kapal dan tidak boleh bercampur baur antara barang yang satu dengan yang lainnya.,0,0,0,0,0,0,1,0,0,0,0,0,6.145935185486451e-05,6.887969357194379e-05,5.992363003315404e-05,6.193178705871105e-05,7.333053508773446e-05,9.95973459794186e-05,0.9922119379043579,0.0015617901226505637,0.00012273482570890337,0.00015353283379226923,0.002055637538433075,0.0003906046040356159,1,0.9922119379043579
5,Si Buyung Besar,187,Buyung Besar terus pergi mendapatkan seorang yang sedang menjaga di depan istana.,1,0,0,0,0,0,0,0,0,0,0,0,0.9988614320755005,4.321802771301009e-05,6.344669964164495e-05,3.8330046663759276e-05,6.498874427052215e-05,9.696790220914409e-05,0.00016466379747726023,0.0015570147661492229,9.461009176447988e-05,8.977268589660525e-05,0.0026535617653280497,0.00040136720053851604,1,0.9988614320755005
