storyID,story,sentenceID,sentence,kepedulian,menyakiti,keadilan,kecurangan,loyalitas,pengkhianatan,otoritas,pembangkangan,kesucian,kemerosotan,kebebasan,penindasan
7,Tuah Burung Merbak,1,"Alkisah Rakyat ~ Tersebutlah kisah di zaman dahulukala, daerah Sumatera Timur masih merupakan hutan belukar.",0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,2,Penduduknya jarang tempat tinggalnya masih berpencar- pencar.,0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,3,"Pada suatu kampung, tinggal sepasang suami-isteri.",0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,4,Mereka mempunyai dua orang anak laki-laki.,0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,5,Anak yang sulung bernama Ahmad dan anak kedua bernama Muhammad.,0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,6,Mereka tinggal disebuag gubuk tua.,0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,7,Pekerjaan mereka sehari-harinya mengerjakan sebidang tanah yang yang letaknya tidak berapa jauh dari gubuk mereka.,0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,8,Pagi-pagi sekali kedua suami-isteri ini sudah pergi kesawahnya.,0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,9,Anaknya Ahmad dan Muhammad ikut membantu.,1,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,10,"Mereka adalah anak-anak yang baik perilakunya, selalu ramah kepada tetangga dan penyayang kepada binatang.",0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,11,Sehingga orang-orang sekampungnya sangat menyayangi mereka.,1,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,12,"Sudah menjadi kebiasaan buat kedua bersaudara ini, pagi membantu ibu dan ayah disawah dan sore harinya mereka pergi mengaji.",1,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,13,Begitulah pekerjaan si Ahmad dan Muhammad setiap hari.,0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,14,"Pada suatu sore, ketika mereka pulang dari mengaji sambil bersenda gurau di jalan, mereka melihat seekor burung Merbuk yang terbang-terbang hingga di hadapan mereka.",0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,15,"Ketika si Ahmad dan Muhammad dekat ke burung Merbuk itu, maka burung itu pun terbang lagi tetapi tidaklah terbang jauh.",0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,16,"Oleh karena itu,maka timbul di hati keduanya untuk menangkap burung itu.",0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,17,Dan dengan sekejap saja mereka telah berhasil menangkap burung Merbuk itu.,0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,18,"Oleh karena gembiranya, Ahmad dan Muhammad berlari-lari menuju rumahnya.",0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,19,"Tak berapa lama sampailah mereka di rumah, mereka langsung menemui ayahnya yang sedang duduk-duduk di beranda depan, Ahmad berkata kepada ayahnya.",0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,20,"""Ayah....!",0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,21,"Tadi sewaktu Ahmad dan Muhammad pulang dari mengaji, kami mendapat seekor burung Merbuk yang sangat indah.",0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,22,"Warna bulunya berkilauan bagaikan keemasan ayah,"" katanya sambil menunjukkan burung yang baru saja mereka peroleh itu.",0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,23,"""Apakah ayah dapat membuatkan sangkarnya?""",0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,24,"""Bukan ayah tidak bersedia membuatkan sangkarnya, tetapi sekarang ayah sedang banyak pekerjaan yang akan diselesaikan lebih dahulu.",0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,25,"Padi kita sudah mulai keluar, yang harus disiapkan tempatnya.",0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,26,"Nanti setelah ayah seledai membuat tempat padi, barulah ayah buatkan sangkar burung itu,"" demikian kata ayahnya si Ahmad dan Muhammad.",0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,27,"""Baiklah ayah,"" jawab mereka Ahmad dan Muhammad masuk ke rumah untuk menukar pakaian.",0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,28,Selesai sembahyang Maghrib.,0,0,0,0,0,0,0,0,1,0,0,0
7,Tuah Burung Merbak,29,"Ahmad dan Muhammad mengulangi lagi pelajarannya, demikianlah mereka lakukan setiap malam selesai sembahyang.",0,0,0,0,0,0,0,0,1,0,0,0
7,Tuah Burung Merbak,30,"Sudah menjadi kebiasaan bagi keluarga Pak Ahmad, pagi-pagi sekali sudah bangun.",0,0,0,0,0,0,0,0,0,0,0,0
7,Tuah Burung Merbak,31,Dan sesudah makan pagi mereka bersama-sama pergi ke sawah.,0,0,0,0,0,0,0,0,0,0,0,0
